strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,702,716,2,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,719,743,5,SmallerC-master
memmove,memmove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,719,743,5,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,746,761,2,SmallerC-master
strcpy,strcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,746,761,2,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,764,785,4,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,821,831,0,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,834,855,4,SmallerC-master
strcpy,strcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,834,855,4,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,868,887,3,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,890,904,2,SmallerC-master
memmove,memmove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,890,904,2,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,918,929,1,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,955,964,0,SmallerC-master
fgetc,fgetc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1033,1053,4,SmallerC-master
fclose,fclose,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1033,1053,4,SmallerC-master
memmove,memmove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1056,1069,1,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1083,1166,25,SmallerC-master
memcpy,memcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1083,1166,25,SmallerC-master
strcpy,strcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1083,1166,25,SmallerC-master
fopen,fopen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1083,1166,25,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1083,1166,25,SmallerC-master
strcpy,strcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1083,1166,25,SmallerC-master
strcpy,strcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1083,1166,25,SmallerC-master
fopen,fopen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1083,1166,25,SmallerC-master
memcpy,memcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1170,1183,1,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1186,1256,20,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1186,1256,20,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1186,1256,20,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1186,1256,20,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1260,1281,4,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1285,1310,5,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1285,1310,5,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1313,1441,40,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1313,1441,40,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1313,1441,40,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1313,1441,40,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1465,1589,38,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1465,1589,38,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1592,1676,25,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1592,1676,25,SmallerC-master
memmove,memmove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1680,1690,0,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
memcpy,memcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
memcpy,memcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
memcpy,memcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcpy,strcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,1696,2094,130,SmallerC-master
memmove,memmove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,2152,2161,0,SmallerC-master
memmove,memmove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,2170,2176,0,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,2319,2600,91,SmallerC-master
memcpy,memcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,2319,2600,91,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,2603,2679,22,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,3092,4517,472,SmallerC-master
strncmp,strncmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,3092,4517,472,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4520,4683,51,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4520,4683,51,SmallerC-master
fputs,fputs,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4738,4751,1,SmallerC-master
fputc,fputc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4738,4751,1,SmallerC-master
vfprintf,vfprintf,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4755,4792,9,SmallerC-master
fclose,fclose,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4795,4862,19,SmallerC-master
fclose,fclose,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4795,4862,19,SmallerC-master
printf,printf,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4795,4862,19,SmallerC-master
vprintf,vprintf,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4795,4862,19,SmallerC-master
exit,exit,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4795,4862,19,SmallerC-master
printf,printf,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4865,4904,10,SmallerC-master
vprintf,vprintf,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,4865,4904,10,SmallerC-master
memmove,memmove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,5065,5078,1,SmallerC-master
memmove,memmove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,5065,5078,1,SmallerC-master
memmove,memmove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,5087,5096,0,SmallerC-master
memmove,memmove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,5087,5096,0,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,5099,5131,8,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,5162,5194,8,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,5199,5238,10,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,5394,5535,44,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,5972,6083,34,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,6147,6186,10,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,6467,7056,193,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,6467,7056,193,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,6467,7056,193,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,6467,7056,193,SmallerC-master
printf,printf,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,6467,7056,193,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,6467,7056,193,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,7059,7168,33,SmallerC-master
memcpy,memcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,7294,8081,259,SmallerC-master
memcpy,memcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,7294,8081,259,SmallerC-master
memcpy,memcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
atoi,atoi,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcpy,strcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcpy,strcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strchr,strchr,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
memcpy,memcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
__ctype_b_loc,__ctype_b_loc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strlen,strlen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
strcpy,strcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
fopen,fopen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
fopen,fopen,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
printf,printf,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
fclose,fclose,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/smlrc.c,8126,8368,78,SmallerC-master
fclose,fclose,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,98,125,6,SmallerC-master
fclose,fclose,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,98,125,6,SmallerC-master
remove,remove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,98,125,6,SmallerC-master
remove,remove,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,98,125,6,SmallerC-master
puts,puts,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,98,125,6,SmallerC-master
vprintf,vprintf,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,98,125,6,SmallerC-master
exit,exit,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,98,125,6,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,144,154,0,SmallerC-master
strcpy,strcpy,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,144,154,0,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,175,211,9,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,175,211,9,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,175,211,9,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,175,211,9,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,175,211,9,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,175,211,9,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,175,211,9,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,175,211,9,SmallerC-master
strcmp,strcmp,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,175,211,9,SmallerC-master
fgetc,fgetc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,213,222,0,SmallerC-master
ungetc,ungetc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,213,222,0,SmallerC-master
fgetc,fgetc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,224,230,0,SmallerC-master
fgetc,fgetc,D:/Code/Repos/r10k_cpp/home/yoyo/work/SmallerC-master/v0100/n2f.c,224,230,0,SmallerC-master
